Battle,Turn,Player_HP,Agent_HP
2310,2,62,65
2310,3,62,60
2310,4,47,48
2310,5,47,47
2310,6,34,37
2310,7,34,33
2310,8,30,17
2310,9,16,5
2310,10,6,5
2310,11,-3,1
2311,1,63,67
2311,2,63,66
2311,3,63,61
2311,4,54,46
2311,5,34,35
2311,6,31,35
2311,7,31,35
2311,8,29,21
2311,9,39,31
2311,10,39,31
2311,11,45,31
2311,12,30,18
2311,13,5,3
2311,14,-5,3
2312,1,73,59
2312,2,65,53
2312,3,49,41
2312,4,41,31
2312,5,39,17
2312,6,27,5
2312,7,27,-7
2313,1,64,60
2313,2,54,60
2313,3,54,56
2313,4,59,56
2313,5,60,56
2313,6,52,44
2313,7,42,31
2313,8,22,23
2313,9,12,23
2313,10,12,23
2313,11,-8,15
2314,1,64,67
2314,2,44,55
2314,3,38,43
2314,4,32,33
2314,5,32,31
2314,6,16,22
2314,7,18,22
2314,8,8,12
2314,9,8,-8
2315,1,61,67
2315,2,55,59
2315,3,65,69
2315,4,55,58
2315,5,46,43
2315,6,33,33
2315,7,21,18
2315,8,1,7
2315,9,1,-3
2316,1,65,55
2316,2,55,35
2316,3,35,29
2316,4,27,13
2316,5,27,0
2317,1,72,63
2317,2,62,52
2317,3,50,36
2317,4,36,21
2317,5,22,10
2317,6,12,4
2317,7,14,4
2317,8,12,4
2317,9,2,4
2317,10,12,14
2317,11,22,24
2317,12,32,34
2317,13,32,40
2317,14,32,35
2317,15,32,31
2317,16,22,25
2317,17,32,35
2317,18,28,23
2317,19,16,9
2317,20,13,9
2317,21,7,9
2317,22,7,-1
2318,1,69,65
2318,2,49,61
2318,3,41,36
2318,4,36,22
2318,5,23,14
2318,6,18,14
2318,7,18,12
2318,8,18,-8
2319,1,69,63
2319,2,64,53
2319,3,68,53
2319,4,52,49
2319,5,47,34
2319,6,27,24
2319,7,31,24
2319,8,28,18
2319,9,19,7
2319,10,24,7
2319,11,32,7
2319,12,32,-8
2320,1,65,61
2320,2,69,61
2320,3,67,55
2320,4,52,41
2320,5,47,25
2320,6,47,0
2321,1,62,50
2321,2,50,42
2321,3,46,27
2321,4,44,27
2321,5,31,11
2321,6,31,-1
2322,1,72,59
2322,2,72,44
2322,3,72,41
2322,4,72,43
2322,5,57,27
2322,6,57,22
2322,7,45,10
2322,8,33,6
2322,9,33,-4
2323,1,63,75
2323,2,47,60
2323,3,45,46
2323,4,41,46
2323,5,28,21
2323,6,16,1
2323,7,16,-9
2324,1,60,69
2324,2,45,57
2324,3,20,44
2324,4,8,38
2324,5,-12,13
2325,1,65,63
2325,2,40,55
2325,3,30,43
2325,4,15,28
2325,5,15,23
2325,6,6,12
2325,7,5,12
2325,8,-7,4
2326,1,61,75
2326,2,46,69
2326,3,42,59
2326,4,31,44
2326,5,20,34
2326,6,30,44
2326,7,16,32
2326,8,4,21
2326,9,0,21
2327,1,63,55
2327,2,51,30
2327,3,37,22
2327,4,36,22
2327,5,21,12
2327,6,16,6
2327,7,24,6
2327,8,24,0
2328,1,62,61
2328,2,47,55
2328,3,33,43
2328,4,18,27
2328,5,18,27
2328,6,3,13
2328,7,-9,4
2329,1,60,64
2329,2,49,58
2329,3,39,33
2329,4,33,24
2329,5,28,9
2329,6,28,-11
2330,1,63,65
2330,2,50,50
2330,3,25,36
2330,4,23,36
2330,5,12,30
2330,6,7,30
2330,7,3,30
2330,8,-2,30
2331,1,62,65
2331,2,51,49
2331,3,39,34
2331,4,33,30
2331,5,21,15
2331,6,21,15
2331,7,19,15
2331,8,19,-5
2332,1,62,60
2332,2,37,49
2332,3,25,43
2332,4,20,43
2332,5,15,43
2332,6,0,37
2333,1,73,61
2333,2,65,47
2333,3,61,27
2333,4,71,37
2333,5,67,12
2333,6,67,-1
2334,1,75,73
2334,2,75,71
2334,3,75,69
2334,4,69,61
2334,5,65,61
2334,6,65,63
2334,7,65,59
2334,8,59,49
2334,9,50,43
2334,10,41,39
2334,11,41,35
2334,12,26,25
2334,13,11,19
2334,14,6,19
2334,15,-8,6
2335,1,62,62
2335,2,48,52
2335,3,37,48
2335,4,24,36
2335,5,22,36
2335,6,20,23
2335,7,30,33
2335,8,17,27
2335,9,27,37
2335,10,24,22
2335,11,24,22
2335,12,25,22
2335,13,15,22
2335,14,22,22
2335,15,18,22
2335,16,16,22
2335,17,3,12
2335,18,-2,12
2336,1,75,75
2336,2,62,65
2336,3,49,52
2336,4,45,48
2336,5,34,37
2336,6,18,27
2336,7,6,19
2336,8,-6,8
2337,1,60,59
2337,2,48,47
2337,3,48,46
2337,4,36,32
2337,5,26,24
2337,6,14,4
2337,7,14,-7
2338,1,69,60
2338,2,59,54
2338,3,49,29
2338,4,59,39
2338,5,53,29
2338,6,51,17
2338,7,39,3
2338,8,39,-10
2339,1,75,71
2339,2,55,71
2339,3,43,60
2339,4,28,48
2339,5,28,42
2339,6,17,36
2339,7,5,27
2339,8,15,37
2339,9,5,37
2339,10,9,37
2339,11,13,37
2339,12,-7,17
2340,1,63,62
2340,2,47,48
2340,3,32,32
2340,4,19,26
2340,5,14,26
2340,6,11,26
2340,7,-2,16
2341,1,65,69
2341,2,50,59
2341,3,37,45
2341,4,23,30
2341,5,9,27
2341,6,-5,7
2342,1,64,64
2342,2,54,55
2342,3,40,43
2342,4,29,29
2342,5,15,9
2342,6,13,9
2342,7,13,9
2342,8,17,9
2342,9,27,19
2342,10,17,6
2342,11,17,-8
2343,1,62,65
2343,2,49,52
2343,3,37,42
2343,4,22,38
2343,5,9,22
2343,6,9,22
2343,7,4,22
2343,8,-8,8
2344,1,62,63
2344,2,50,53
2344,3,39,38
2344,4,19,18
2344,5,19,18
2344,6,17,18
2344,7,17,18
2344,8,2,13
2344,9,-2,13
2345,1,61,67
2345,2,36,53
2345,3,26,43
2345,4,6,34
2345,5,1,34
2345,6,3,34
2345,7,3,34
2345,8,7,34
2345,9,7,34
2345,10,-7,14
2346,1,65,75
2346,2,51,63
2346,3,61,73
2346,4,46,70
2346,5,33,66
2346,6,18,41
2346,7,28,51
2346,8,16,43
2346,9,11,43
2346,10,15,43
2346,11,0,33
2347,1,61,60
2347,2,61,62
2347,3,51,50
2347,4,31,25
2347,5,19,14
2347,6,25,14
2347,7,35,24
2347,8,23,14
2347,9,23,14
2347,10,24,14
2347,11,28,14
2347,12,8,3
2347,13,16,3
2347,14,16,-5
2348,1,63,64
2348,2,57,58
2348,3,67,68
2348,4,56,53
2348,5,42,33
2348,6,42,33
2348,7,42,23
2348,8,34,17
2348,9,34,12
2348,10,40,12
2348,11,40,0
2349,1,63,61
2349,2,63,46
2349,3,60,21
2349,4,46,11
2349,5,54,11
2349,6,60,11
2349,7,60,-1
2350,1,62,61
2350,2,59,51
2350,3,56,47
2350,4,50,35
2350,5,25,23
2350,6,16,12
2350,7,-4,3
2351,1,61,63
2351,2,59,47
2351,3,47,32
2351,4,27,28
2351,5,12,18
2351,6,10,18
2351,7,-1,8
2352,1,63,61
2352,2,43,41
2352,3,31,33
2352,4,18,13
2352,5,13,13
2352,6,0,3
2353,1,75,70
2353,2,55,70
2353,3,41,68
2353,4,40,68
2353,5,27,56
2353,6,26,56
2353,7,14,43
2353,8,16,43
2353,9,6,23
2353,10,-6,13
2354,1,70,55
2354,2,59,40
2354,3,51,32
2354,4,41,24
2354,5,41,18
2354,6,26,4
2354,7,26,-2
2355,1,60,61
2355,2,57,46
2355,3,47,42
2355,4,34,31
2355,5,33,31
2355,6,21,19
2355,7,19,19
2355,8,19,-6
2356,1,71,75
2356,2,62,75
2356,3,50,69
2356,4,39,61
2356,5,26,41
2356,6,11,35
2356,7,17,35
2356,8,12,35
2356,9,18,35
2356,10,17,35
2356,11,7,21
2356,12,13,21
2356,13,13,21
2356,14,3,5
2356,15,13,15
2356,16,2,1
2356,17,-2,1
2357,1,75,75
2357,2,63,67
2357,3,51,55
2357,4,37,35
2357,5,24,31
2357,6,23,31
2357,7,8,17
2357,8,3,17
2357,9,-11,5
2358,1,63,55
2358,2,57,49
2358,3,42,40
2358,4,32,24
2358,5,26,10
2358,6,12,5
2358,7,0,2
2359,1,60,71
2359,2,48,57
2359,3,42,45
2359,4,29,35
2359,5,17,22
2359,6,16,22
2359,7,5,8
2359,8,2,8
2359,9,2,0
2360,1,63,55
2360,2,63,50
2360,3,49,39
2360,4,37,35
2360,5,22,21
2360,6,16,21
2360,7,14,21
2360,8,14,21
2360,9,13,21
2360,10,8,21
2360,11,3,21
2360,12,3,-4
2361,1,65,64
2361,2,40,51
2361,3,29,41
2361,4,17,27
2361,5,7,21
2361,6,3,21
2361,7,-1,21
2362,1,65,69
2362,2,54,56
2362,3,64,66
2362,4,59,66
2362,5,44,50
2362,6,29,46
2362,7,15,31
2362,8,12,31
2362,9,7,31
2362,10,4,31
2362,11,-9,19
2363,1,60,60
2363,2,45,40
2363,3,41,32
2363,4,29,17
2363,5,17,7
2363,6,21,7
2363,7,15,7
2363,8,15,-4
2364,1,64,66
2364,2,54,46
2364,3,44,42
2364,4,36,32
2364,5,23,28
2364,6,33,38
2364,7,21,28
2364,8,28,28
2364,9,34,28
2364,10,24,26
2364,11,11,16
2364,12,1,13
2364,13,-2,13
2365,1,65,65
2365,2,52,50
2365,3,43,38
2365,4,32,26
2365,5,32,24
2365,6,17,12
2365,7,17,0
2366,1,61,60
2366,2,50,50
2366,3,39,35
2366,4,28,22
2366,5,13,10
2366,6,13,-6
2367,1,63,63
2367,2,58,55
2367,3,43,47
2367,4,32,27
2367,5,12,19
2367,6,22,29
2367,7,22,25
2367,8,22,20
2367,9,28,20
2367,10,18,6
2367,11,17,6
2367,12,11,6
2367,13,8,6
2367,14,7,6
2367,15,7,-6
2368,1,62,63
2368,2,50,52
2368,3,50,56
2368,4,38,44
2368,5,24,38
2368,6,24,38
2368,7,24,45
2368,8,12,34
2368,9,22,44
2368,10,32,54
2368,11,20,43
2368,12,18,37
2368,13,7,22
2368,14,2,22
2368,15,0,22
2369,1,60,75
2369,2,47,61
2369,3,36,49
2369,4,31,35
2369,5,18,22
2369,6,17,22
2369,7,7,2
2369,8,5,2
2369,9,0,2
2370,1,61,60
2370,2,48,48
2370,3,37,40
2370,4,37,35
2370,5,25,23
2370,6,20,23
2370,7,18,23
2370,8,14,23
2370,9,24,33
2370,10,11,22
2370,11,21,32
2370,12,31,42
2370,13,16,27
2370,14,14,27
2370,15,9,15
2370,16,1,7
2370,17,1,7
2370,18,0,7
2371,1,64,67
2371,2,60,67
2371,3,52,55
2371,4,38,47
2371,5,27,34
2371,6,13,23
2371,7,-1,3
2372,1,62,65
2372,2,46,56
2372,3,41,56
2372,4,27,50
2372,5,15,46
2372,6,25,56
2372,7,20,56
2372,8,26,56
2372,9,10,48
2372,10,8,48
2372,11,-7,48
2373,1,63,64
2373,2,52,54
2373,3,39,38
2373,4,35,38
2373,5,32,38
2373,6,22,28
2373,7,10,25
2373,8,8,25
2373,9,-2,17
2374,1,61,63
2374,2,48,54
2374,3,48,44
2374,4,36,30
2374,5,26,20
2374,6,12,14
2374,7,-2,3
2375,1,62,60
2375,2,49,35
2375,3,39,15
2375,4,37,15
2375,5,32,3
2375,6,32,-5
2376,1,75,70
2376,2,50,56
2376,3,37,44
2376,4,24,36
2376,5,34,46
2376,6,31,30
2376,7,11,15
2376,8,11,0
2377,1,62,62
2377,2,59,47
2377,3,34,32
2377,4,22,20
2377,5,11,7
2377,6,11,7
2377,7,0,4
2378,1,64,61
2378,2,51,46
2378,3,49,34
2378,4,34,9
2378,5,34,-4
2379,1,60,65
2379,2,45,61
2379,3,39,57
2379,4,19,51
2379,5,19,51
2379,6,19,51
2379,7,24,51
2379,8,26,51
2379,9,11,51
2379,10,-4,31
2380,1,61,67
2380,2,53,61
2380,3,39,52
2380,4,35,41
2380,5,20,39
2380,6,20,39
2380,7,12,35
2380,8,12,35
2380,9,8,35
2380,10,8,35
2380,11,-5,21
2381,1,60,61
2381,2,48,46
2381,3,34,36
2381,4,20,24
2381,5,19,24
2381,6,5,14
2381,7,15,24
2381,8,3,12
2381,9,9,12
2381,10,9,-2
2382,1,65,63
2382,2,65,61
2382,3,54,48
2382,4,46,35
2382,5,44,23
2382,6,38,8
2382,7,38,-4
2383,1,65,75
2383,2,56,63
2383,3,42,51
2383,4,36,39
2383,5,21,31
2383,6,15,20
2383,7,10,20
2383,8,-10,7
2384,1,65,61
2384,2,51,51
2384,3,49,40
2384,4,36,28
2384,5,37,28
2384,6,31,17
2384,7,26,2
2384,8,26,-7
2385,1,60,55
2385,2,48,45
2385,3,35,30
2385,4,23,16
2385,5,20,16
2385,6,6,3
2385,7,4,3
2385,8,4,-11
2386,1,64,75
2386,2,49,63
2386,3,38,51
2386,4,27,42
2386,5,13,33
2386,6,15,33
2386,7,9,33
2386,8,11,33
2386,9,15,33
2386,10,13,18
2386,11,23,28
2386,12,18,28
2386,13,13,28
2386,14,8,28
2386,15,3,28
2386,16,-11,3
2387,1,64,62
2387,2,54,47
2387,3,42,37
2387,4,30,17
2387,5,17,4
2387,6,23,4
2387,7,17,4
2387,8,17,-11
2388,1,60,75
2388,2,70,75
2388,3,58,60
2388,4,47,35
2388,5,36,23
2388,6,27,17
2388,7,15,3
2388,8,15,-6
2389,1,65,65
2389,2,65,60
2389,3,54,46
2389,4,29,35
2389,5,17,27
2389,6,17,27
2389,7,13,27
2389,8,13,35
2389,9,17,35
2389,10,11,15
2389,11,6,15
2389,12,6,-5
2390,1,63,67
2390,2,50,55
2390,3,60,65
2390,4,45,54
2390,5,45,52
2390,6,30,41
2390,7,30,42
2390,8,40,52
2390,9,40,47
2390,10,30,44
2390,11,30,41
2390,12,24,29
2390,13,20,29
2390,14,19,29
2390,15,19,29
2390,16,6,21
2390,17,6,21
2390,18,14,21
2390,19,24,31
2390,20,20,31
2390,21,20,31
2390,22,30,41
2390,23,15,31
2390,24,21,31
2390,25,6,31
2390,26,0,31
2391,1,65,63
2391,2,51,47
2391,3,51,45
2391,4,39,39
2391,5,28,25
2391,6,13,10
2391,7,10,10
2391,8,5,10
2391,9,4,10
2391,10,14,20
2391,11,24,30
2391,12,20,30
2391,13,9,10
2391,14,5,10
2391,15,5,10
2391,16,0,10
2392,1,62,55
2392,2,52,45
2392,3,43,39
2392,4,43,39
2392,5,30,29
2392,6,19,19
2392,7,19,23
2392,8,16,23
2392,9,10,23
2392,10,20,33
2392,11,9,27
2392,12,9,22
2392,13,9,17
2392,14,9,15
2392,15,-6,9
2393,1,64,60
2393,2,64,66
2393,3,44,55
2393,4,44,40
2393,5,30,36
2393,6,18,24
2393,7,12,24
2393,8,12,23
2393,9,17,23
2393,10,23,23
2393,11,33,33
2393,12,31,23
2393,13,27,8
2393,14,27,-2
2394,1,62,64
2394,2,37,60
2394,3,27,48
2394,4,23,33
2394,5,23,38
2394,6,24,38
2394,7,12,27
2394,8,-8,17
2395,1,60,75
2395,2,60,75
2395,3,60,70
2395,4,56,64
2395,5,56,65
2395,6,48,45
2395,7,34,39
2395,8,14,29
2395,9,10,29
2395,10,7,29
2395,11,2,29
2395,12,-2,29
2396,1,64,65
2396,2,59,65
2396,3,69,75
2396,4,69,70
2396,5,54,56
2396,6,42,46
2396,7,27,36
2396,8,27,33
2396,9,27,29
2396,10,15,23
2396,11,15,21
2396,12,25,31
2396,13,25,33
2396,14,13,21
2396,15,23,31
2396,16,33,41
2396,17,39,41
2396,18,39,47
2396,19,30,37
2396,20,30,27
2396,21,26,27
2396,22,17,15
2396,23,17,15
2396,24,17,-5
2397,1,62,63
2397,2,62,61
2397,3,47,50
2397,4,35,39
2397,5,37,39
2397,6,22,25
2397,7,20,25
2397,8,20,25
2397,9,26,25
2397,10,15,13
2397,11,11,13
2397,12,-4,13
2398,1,64,62
2398,2,51,47
2398,3,36,41
2398,4,36,35
2398,5,25,24
2398,6,10,14
2398,7,20,24
2398,8,30,34
2398,9,40,44
2398,10,50,54
2398,11,50,52
2398,12,40,37
2398,13,26,25
2398,14,36,35
2398,15,24,15
2398,16,24,15
2398,17,19,15
2398,18,23,15
2398,19,13,15
2398,20,23,25
2398,21,23,24
2398,22,23,24
2398,23,33,34
2398,24,33,34
2398,25,33,24
2398,26,23,16
2398,27,21,16
2398,28,18,16
2398,29,28,26
2398,30,15,16
2398,31,0,16
2399,1,62,65
2399,2,62,65
2399,3,62,60
2399,4,52,48
2399,5,44,39
2399,6,44,35
2399,7,34,23
2399,8,24,8
2399,9,30,8
2399,10,30,-4
2400,1,65,63
2400,2,51,48
2400,3,35,36
2400,4,35,34
2400,5,24,22
2400,6,13,12
2400,7,13,12
2400,8,13,0
2401,1,75,75
2401,2,63,60
2401,3,50,35
2401,4,36,29
2401,5,28,18
2401,6,16,4
2401,7,22,4
2401,8,24,4
2401,9,34,14
2401,10,23,4
2401,11,21,4
2401,12,19,4
2401,13,26,4
2401,14,26,-8
2402,1,63,63
2402,2,63,61
2402,3,51,47
2402,4,41,32
2402,5,27,26
2402,6,13,14
2402,7,23,24
2402,8,12,14
2402,9,12,-1
2403,1,60,67
2403,2,60,62
2403,3,60,62
2403,4,60,59
2403,5,45,47
2403,6,45,42
2403,7,31,32
2403,8,31,40
2403,9,31,35
2403,10,16,20
2403,11,26,30
2403,12,26,30
2403,13,26,29
2403,14,15,23
2403,15,25,33
2403,16,35,43
2403,17,35,50
2403,18,35,45
2403,19,35,45
2403,20,35,51
2403,21,25,51
2403,22,13,45
2403,23,13,45
2403,24,10,45
2403,25,8,45
2403,26,4,45
2403,27,-11,31
2404,1,65,75
2404,2,65,75
2404,3,55,55
2404,4,55,59
2404,5,65,69
2404,6,53,54
2404,7,53,49
2404,8,47,34
2404,9,45,24
2404,10,30,11
2404,11,30,-1
2405,1,75,72
2405,2,67,59
2405,3,54,44
2405,4,54,50
2405,5,46,35
2405,6,46,31
2405,7,36,20
2405,8,30,10
2405,9,24,1
2405,10,24,-11
2406,1,63,65
2406,2,63,67
2406,3,63,67
2406,4,63,62
2406,5,50,50
2406,6,60,60
2406,7,60,45
2406,8,60,49
2406,9,52,41
2406,10,40,21
2406,11,20,8
2406,12,21,8
2406,13,16,8
2406,14,17,8
2406,15,13,8
2406,16,13,-2
2407,1,61,60
2407,2,47,45
2407,3,47,43
2407,4,35,37
2407,5,35,22
2407,6,33,11
2407,7,33,-2
2408,1,61,67
2408,2,61,65
2408,3,61,61
2408,4,61,63
2408,5,61,58
2408,6,51,48
2408,7,36,39
2408,8,36,40
2408,9,36,30
2408,10,46,40
2408,11,33,32
2408,12,22,17
2408,13,12,5
2408,14,7,5
2408,15,7,-3
2409,1,75,74
2409,2,75,70
2409,3,50,60
2409,4,50,56
2409,5,50,63
2409,6,50,53
2409,7,40,43
2409,8,25,23
2409,9,25,23
2409,10,20,23
2409,11,6,17
2409,12,16,27
2409,13,5,17
2409,14,15,27
2409,15,23,27
2409,16,18,27
2409,17,4,15
2409,18,4,15
2409,19,4,15
2409,20,4,-5
2410,1,63,60
2410,2,62,60
2410,3,49,48
2410,4,38,36
2410,5,24,26
2410,6,24,16
2410,7,21,16
2410,8,7,6
2410,9,6,6
2410,10,6,-4
2411,1,69,61
2411,2,60,51
2411,3,48,39
2411,4,38,33
2411,5,23,20
2411,6,13,11
2411,7,13,-5
2412,1,61,65
2412,2,61,61
2412,3,61,59
2412,4,55,47
2412,5,40,47
2412,6,32,38
2412,7,32,33
2412,8,28,17
2412,9,16,2
2412,10,22,2
2412,11,17,2
2412,12,7,2
2412,13,7,2
2412,14,7,-13
2413,1,64,63
2413,2,49,53
2413,3,45,38
2413,4,31,30
2413,5,21,5
2413,6,19,5
2413,7,19,-7
2414,1,60,55
2414,2,55,44
2414,3,40,34
2414,4,25,19
2414,5,21,19
2414,6,28,19
2414,7,26,19
2414,8,15,3
2414,9,15,3
2414,10,25,13
2414,11,19,3
2414,12,9,3
2414,13,4,3
2414,14,4,3
2414,15,10,3
2414,16,7,3
2414,17,17,13
2414,18,8,7
2414,19,8,-4
2415,1,61,63
2415,2,58,43
2415,3,55,33
2415,4,40,25
2415,5,15,10
2415,6,22,10
2415,7,28,10
2415,8,28,-4
2416,1,63,67
2416,2,43,63
2416,3,43,53
2416,4,43,53
2416,5,43,59
2416,6,43,63
2416,7,33,55
2416,8,33,61
2416,9,33,55
2416,10,18,44
2416,11,28,54
2416,12,24,42
2416,13,24,40
2416,14,34,50
2416,15,35,50
2416,16,35,45
2416,17,33,45
2416,18,18,35
2416,19,28,45
2416,20,28,42
2416,21,28,44
2416,22,25,32
2416,23,20,22
2416,24,18,22
2416,25,18,22
2416,26,10,12
2416,27,0,12
2417,1,65,60
2417,2,60,56
2417,3,52,54
2417,4,48,48
2417,5,28,34
2417,6,38,44
2417,7,23,40
2417,8,21,40
2417,9,31,50
2417,10,27,35
2417,11,18,33
2417,12,28,43
2417,13,28,43
2417,14,28,38
2417,15,28,38
2417,16,28,40
2417,17,28,39
2417,18,28,35
2417,19,28,43
2417,20,38,53
2417,21,38,53
2417,22,38,51
2417,23,38,46
2417,24,23,36
2417,25,12,32
2417,26,12,27
2417,27,10,27
2417,28,5,27
2417,29,3,27
2417,30,3,27
2417,31,-9,17
2418,1,64,64
2418,2,74,74
2418,3,74,72
2418,4,64,56
2418,5,64,57
2418,6,62,57
2418,7,46,45
2418,8,34,35
2418,9,22,21
2418,10,26,21
2418,11,16,15
2418,12,12,3
2418,13,12,3
2418,14,6,3
2418,15,10,3
2418,16,5,3
2418,17,5,-12
2419,1,61,67
2419,2,49,57
2419,3,39,42
2419,4,31,27
2419,5,26,16
2419,6,11,6
2419,7,11,-5
2420,1,75,70
2420,2,67,64
2420,3,54,49
2420,4,39,38
2420,5,26,29
2420,6,23,14
2420,7,15,4
2420,8,11,4
2420,9,9,4
2420,10,9,-8
2421,1,63,55
2421,2,51,47
2421,3,31,35
2421,4,6,29
2421,5,-9,14
2422,1,61,59
2422,2,47,57
2422,3,45,45
2422,4,45,42
2422,5,33,22
2422,6,29,10
2422,7,29,-4
2423,1,62,60
2423,2,47,52
2423,3,37,44
2423,4,31,33
2423,5,16,29
2423,6,16,29
2423,7,18,29
2423,8,10,17
2423,9,9,17
2423,10,-6,17
2424,1,64,60
2424,2,52,47
2424,3,52,43
2424,4,52,40
2424,5,52,40
2424,6,59,40
2424,7,59,40
2424,8,59,40
2424,9,59,30
2424,10,56,17
2424,11,52,2
2424,12,52,-12
2425,1,75,71
2425,2,75,65
2425,3,70,53
2425,4,65,41
2425,5,65,43
2425,6,65,43
2425,7,65,40
2425,8,65,37
2425,9,65,34
2425,10,65,38
2425,11,65,28
2425,12,70,28
2425,13,66,15
2425,14,55,15
2425,15,53,5
2425,16,53,-7
2426,1,64,66
2426,2,56,51
2426,3,42,40
2426,4,42,35
2426,5,32,21
2426,6,32,18
2426,7,32,16
2426,8,32,16
2426,9,32,14
2426,10,32,-1
2427,1,72,63
2427,2,61,58
2427,3,48,52
2427,4,48,52
2427,5,36,39
2427,6,26,24
2427,7,13,4
2427,8,13,4
2427,9,13,4
2427,10,13,-8
2428,1,62,66
2428,2,52,46
2428,3,52,44
2428,4,52,50
2428,5,52,54
2428,6,46,34
2428,7,46,34
2428,8,46,38
2428,9,46,28
2428,10,46,25
2428,11,46,26
2428,12,44,18
2428,13,44,18
2428,14,44,-7
2429,1,61,65
2429,2,55,55
2429,3,51,43
2429,4,49,28
2429,5,49,28
2429,6,49,24
2429,7,49,-1
2430,1,64,65
2430,2,54,45
2430,3,50,40
2430,4,60,50
2430,5,60,44
2430,6,45,28
2430,7,31,18
2430,8,19,6
2430,9,19,-5
2431,1,62,64
2431,2,53,44
2431,3,41,38
2431,4,21,27
2431,5,31,37
2431,6,11,17
2431,7,7,17
2431,8,3,17
2431,9,2,17
2431,10,2,-3
2432,1,65,63
2432,2,65,61
2432,3,65,62
2432,4,55,50
2432,5,40,38
2432,6,31,34
2432,7,16,19
2432,8,18,19
2432,9,22,19
2432,10,24,19
2432,11,22,19
2432,12,8,4
2432,13,8,-16
2433,1,62,65
2433,2,53,50
2433,3,48,40
2433,4,58,50
2433,5,48,40
2433,6,48,44
2433,7,48,41
2433,8,48,37
2433,9,48,35
2433,10,48,32
2433,11,48,27
2433,12,43,19
2433,13,43,18
2433,14,30,8
2433,15,30,-6
2434,1,75,71
2434,2,70,67
2434,3,59,57
2434,4,57,44
2434,5,55,33
2434,6,51,23
2434,7,46,12
2434,8,46,-3
2435,1,61,61
2435,2,61,65
2435,3,49,49
2435,4,40,34
2435,5,40,34
2435,6,28,23
2435,7,23,12
2435,8,21,10
2435,9,26,10
2435,10,26,-15
2436,1,71,75
2436,2,59,71
2436,3,46,58
2436,4,40,58
2436,5,40,64
2436,6,24,55
2436,7,29,55
2436,8,27,40
2436,9,7,28
2436,10,17,38
2436,11,19,38
2436,12,27,38
2436,13,27,38
2436,14,16,30
2436,15,1,14
2436,16,11,24
2436,17,6,24
2436,18,12,24
2436,19,-3,8
2437,1,65,69
2437,2,54,54
2437,3,54,56
2437,4,49,56
2437,5,36,46
2437,6,22,38
2437,7,11,23
2437,8,9,23
2437,9,9,23
2437,10,-3,11
2438,1,64,69
2438,2,52,60
2438,3,41,56
2438,4,26,46
2438,5,24,36
2438,6,24,36
2438,7,18,36
2438,8,3,27
2438,9,-7,27
2439,1,64,62
2439,2,64,58
2439,3,64,64
2439,4,64,63
2439,5,60,55
2439,6,60,49
2439,7,60,39
2439,8,60,34
2439,9,60,34
2439,10,60,24
2439,11,66,24
2439,12,62,20
2439,13,47,7
2439,14,47,-8
2440,1,63,55
2440,2,63,52
2440,3,63,42
2440,4,63,48
2440,5,73,58
2440,6,60,48
2440,7,60,52
2440,8,60,52
2440,9,70,62
2440,10,70,62
2440,11,70,59
2440,12,70,64
2440,13,70,62
2440,14,70,57
2440,15,70,52
2440,16,75,62
2440,17,65,62
2440,18,62,58
2440,19,62,58
2440,20,62,58
2440,21,62,57
2440,22,62,57
2440,23,62,57
2440,24,62,55
2440,25,62,55
2440,26,52,43
2440,27,37,35
2440,28,37,36
2440,29,37,44
2440,30,26,30
2440,31,13,14
2440,32,11,14
2440,33,8,14
2440,34,4,14
2440,35,3,14
2440,36,-2,14
2441,1,60,62
2441,2,56,50
2441,3,56,54
2441,4,66,64
2441,5,66,66
2441,6,64,54
2441,7,64,58
2441,8,59,52
2441,9,69,62
2441,10,69,57
2441,11,69,57
2441,12,59,42
2441,13,43,36
2441,14,43,42
2441,15,43,44
2441,16,30,30
2441,17,21,25
2441,18,21,25
2441,19,21,25
2441,20,16,25
2441,21,11,10
2441,22,21,20
2441,23,21,16
2441,24,31,26
2441,25,31,28
2441,26,41,38
2441,27,41,28
2441,28,41,13
2441,29,41,-2
2442,1,61,55
2442,2,61,52
2442,3,61,47
2442,4,57,38
2442,5,57,23
2442,6,54,15
2442,7,51,6
2442,8,51,-8
2443,1,61,50
2443,2,61,48
2443,3,51,33
2443,4,38,29
2443,5,28,14
2443,6,18,8
2443,7,23,8
2443,8,33,18
2443,9,33,24
2443,10,33,26
2443,11,43,36
2443,12,43,37
2443,13,43,39
2443,14,37,35
2443,15,41,35
2443,16,41,37
2443,17,41,32
2443,18,37,19
2443,19,47,29
2443,20,47,24
2443,21,57,34
2443,22,57,28
2443,23,55,19
2443,24,52,5
2443,25,52,-10
2444,1,65,63
2444,2,65,53
2444,3,65,59
2444,4,55,49
2444,5,40,45
2444,6,29,39
2444,7,9,34
2444,8,15,34
2444,9,21,34
2444,10,29,34
2444,11,19,20
2444,12,18,20
2444,13,13,20
2444,14,-2,6
2445,1,71,64
2445,2,61,52
2445,3,61,58
2445,4,61,58
2445,5,61,52
2445,6,61,37
2445,7,48,25
2445,8,38,13
2445,9,34,3
2445,10,34,-9
2446,1,65,75
2446,2,50,69
2446,3,35,56
2446,4,29,42
2446,5,17,32
2446,6,7,32
